customers_org,product,relevancy_score
A10027,5650743,0.514947592
A10027,5650706,0.485136892
A10027,5649607,0.451183808
A10027,5650544,0.443761413
A10027,5650462,0.443234619
A10027,5649653,0.413056826
A10027,5649908,0.406968047
A10027,5650672,0.403016234
A10028,5650506,0.632882652
A10028,5650752,0.460170549
A10028,5650475,0.449398194
A10028,5650672,0.441689461
A10028,5649648,0.441213019
A10028,5649653,0.429308482
A10028,5650692,0.423404113
A10028,5649963,0.422649656
A10029,5650542,0.465106615
A10029,5650578,0.458941813
A10029,5650656,0.431512330
A10029,5650544,0.418968760
A10029,5649607,0.414979182
A10029,5649648,0.378379805
A10029,5649908,0.372850707
A10029,5650570,0.372499034
A10030,5650542,0.440201109
A10030,5650743,0.414542052
A10030,5649950,0.388529803
A10030,5650455,0.348026541
A10030,5649903,0.335329725
A10030,5650445,0.334202918
A10030,5650462,0.331744684
A10030,5649963,0.329894554
A10031,5650558,0.863898160
A10031,5650646,0.781265370
A10031,5650562,0.680312066
A10031,5650568,0.631058602
A10031,5650672,0.378870879
A10031,5649648,0.368033306
A10031,5650512,0.365898941
A10031,5650514,0.360680159
A10032,5650743,0.516836595
A10032,5649965,0.492493106
A10032,5650542,0.475353900
A10032,5650560,0.463580470
A10032,5650578,0.407049182
A10032,5649607,0.398886144
A10032,5650527,0.384904545
A10032,5650562,0.380021986
A10033,5650542,0.514006391
A10033,5649851,0.496175900
A10033,5650706,0.446432414
A10033,5649963,0.420840619
A10033,5650486,0.408990611
A10033,5650462,0.392630423
A10033,5650516,0.369631591
A10033,5649648,0.356862841
A10034,5650568,0.655921555
A10034,5650752,0.517604604
A10034,5650510,0.493811127
A10034,5649931,0.425693563
A10034,5650445,0.415938609
A10034,5649963,0.403203591
A10034,5650486,0.402965853
A10034,5650659,0.402483219
A10035,5649950,0.520042803
A10035,5650752,0.501371055
A10035,5650570,0.495227982
A10035,5650475,0.493834141
A10035,5650506,0.471793188
A10035,5649963,0.443891935
A10035,5650646,0.436671648
A10035,5650706,0.415844944
A10036,5649965,0.613728825
A10036,5650752,0.522751333
A10036,5650486,0.509823994
A10036,5650656,0.443444787
A10036,5649648,0.437221893
A10036,5650462,0.433709663
A10036,5649963,0.426003675
A10036,5650506,0.410685947
A10037,5650743,0.583667564
A10037,5649607,0.554096561
A10037,5650570,0.506994957
A10037,5649815,0.452111166
A10037,5650646,0.399870454
A10037,5649648,0.380503597
A10037,5650704,0.369018902
A10037,5649679,0.364320751
A10038,5650568,0.616211417
A10038,5650743,0.578605007
A10038,5650542,0.484005646
A10038,5649653,0.416174567
A10038,5650494,0.406043347
A10038,5649903,0.382367513
A10038,5650746,0.373383604
A10038,5649815,0.370935447
A10039,5650743,0.540176674
A10039,5650752,0.499636669
A10039,5649897,0.406666229
A10039,5649815,0.387648563
A10039,5650746,0.377982015
A10039,5650785,0.369640790
A10039,5649836,0.334995723
A10039,5650580,0.331587671
A10040,5650752,0.450148417
A10040,5649815,0.432934997
A10040,5650570,0.420876221
A10040,5650644,0.408950190
A10040,5650529,0.403496151
A10040,5650462,0.403353654
A10040,5650475,0.394290157
A10040,5650672,0.389213172
A10041,5649659,0.755217869
A10041,5650542,0.468348483
A10041,5650506,0.435191065
A10041,5649815,0.429150535
A10041,5649838,0.389698054
A10041,5650743,0.368650494
A10041,5649859,0.364932680
A10041,5650659,0.359341607
A10042,5649815,0.463502577
A10042,5650752,0.456978041
A10042,5649950,0.408199793
A10042,5649963,0.392702884
A10042,5650462,0.361088814
A10042,5650746,0.359350748
A10042,5649897,0.352632370
A10042,5650527,0.351229768
A10043,5649648,0.508534945
A10043,5650656,0.452228458
A10043,5650785,0.449402342
A10043,5650544,0.429919273
A10043,5650672,0.419627332
A10043,5650529,0.394338874
A10043,5649653,0.326312959
A10043,5649963,0.320733713
A10044,5650746,0.396385124
A10044,5649950,0.389781176
A10044,5650752,0.389059139
A10044,5650644,0.373715300
A10044,5649679,0.357536425
A10044,5650506,0.331400693
A10044,5650486,0.325702432
A10044,5650457,0.324457543
A10045,5650506,0.441176424
A10045,5650644,0.412932757
A10045,5650570,0.377895594
A10045,5650752,0.360037213
A10045,5650659,0.345423881
A10045,5649659,0.330870482
A10045,5649963,0.327874006
A10045,5650516,0.324527171
A10046,5650646,0.663028668
A10046,5650752,0.486779775
A10046,5650544,0.443561437
A10046,5650746,0.409297598
A10046,5649931,0.398051897
A10046,5650462,0.381131124
A10046,5649963,0.375663592
A10046,5650492,0.375372318
A10047,5650568,0.584854098
A10047,5650743,0.474394444
A10047,5650570,0.448390666
A10047,5650465,0.424196420
A10047,5649653,0.419057634
A10047,5650644,0.388394579
A10047,5650752,0.383604515
A10047,5650558,0.373717782
A10048,5650048,0.531256786
A10048,5650752,0.504476967
A10048,5650570,0.490948854
A10048,5649815,0.478633152
A10048,5650746,0.462266918
A10048,5650535,0.411902010
A10048,5649927,0.411372412
A10048,5650656,0.385625765
A10049,5650743,0.454715284
A10049,5650542,0.440155752
A10049,5650746,0.438938580
A10049,5649836,0.397470984
A10049,5650462,0.392603466
A10049,5649851,0.359642519
A10049,5649919,0.355490759
A10049,5650492,0.342022051
A10050,5650506,0.525802864
A10050,5650542,0.524378065
A10050,5650783,0.434518532
A10050,5649838,0.393132071
A10050,5649963,0.372429056
A10050,5650486,0.372418571
A10050,5650706,0.361483770
A10050,5649931,0.352924695
A10051,5650542,0.508025355
A10051,5649815,0.439928002
A10051,5650462,0.430847770
A10051,5650656,0.404279580
A10051,5650672,0.402999848
A10051,5650570,0.380195939
A10051,5650704,0.374834076
A10051,5649659,0.359323323
A10052,5649659,0.422770278
A10052,5649815,0.417147982
A10052,5649836,0.406833056
A10052,5649963,0.386027965
A10052,5649648,0.368382467
A10052,5650486,0.366049909
A10052,5650542,0.335256798
A10052,5650644,0.324904574
A10053,5650743,0.551257302
A10053,5650570,0.480849616
A10053,5649815,0.466524083
A10053,5649607,0.463005486
A10053,5649950,0.422146169
A10053,5650706,0.415398818
A10053,5650644,0.414318741
A10053,5649927,0.398519256
A10054,5649965,0.648501233
A10054,5650646,0.504825456
A10054,5650570,0.494370428
A10054,5650659,0.491174267
A10054,5650542,0.464605055
A10054,5650462,0.418314013
A10054,5650506,0.399576698
A10054,5650494,0.374481264
A10055,5649878,0.490240310
A10055,5649903,0.473346640
A10055,5650486,0.466411639
A10055,5650746,0.462165017
A10055,5649859,0.427641330
A10055,5650743,0.413929129
A10055,5650542,0.397047639
A10055,5649711,0.391674180
A10056,5650752,0.480804726
A10056,5650656,0.448339788
A10056,5649648,0.431003060
A10056,5650570,0.388725048
A10056,5649659,0.381400581
A10056,5650560,0.359665533
A10056,5649903,0.355514329
A10056,5650672,0.347886379
A10057,5650743,0.471270892
A10057,5650542,0.459129580
A10057,5650570,0.430141796
A10057,5649815,0.410614831
A10057,5650640,0.396102290
A10057,5650672,0.361590694
A10057,5649679,0.347058528
A10057,5650706,0.339494423
A10058,5650743,0.550719964
A10058,5649815,0.449512858
A10058,5650752,0.439757963
A10058,5649648,0.430031747
A10058,5650659,0.378098695
A10058,5650462,0.361800950
A10058,5650445,0.359860076
A10058,5649963,0.341451653
A10059,5650542,0.517543855
A10059,5650743,0.510938330
A10059,5649679,0.466904378
A10059,5650646,0.450097188
A10059,5650516,0.431835147
A10059,5649963,0.430610177
A10059,5650746,0.425582959
A10059,5650494,0.425250972
A10060,5650570,0.390293483
A10060,5650746,0.386146191
A10060,5650752,0.348823083
A10060,5650465,0.342261485
A10060,5649659,0.330688001
A10060,5649662,0.328322760
A10060,5649950,0.325673429
A10060,5650656,0.321767178
A10061,5650506,0.436129082
A10061,5650752,0.435057300
A10061,5650486,0.410035203
A10061,5650492,0.375781527
A10061,5650562,0.374432052
A10061,5649659,0.367374472
A10061,5650423,0.361801418
A10061,5650512,0.311041377
A10062,5650752,0.486686606
A10062,5650743,0.455264771
A10062,5649815,0.451533173
A10062,5649950,0.409221954
A10062,5650560,0.395750004
A10062,5650457,0.373193209
A10062,5650465,0.370084405
A10062,5650706,0.340190146
A10063,5650542,0.506725207
A10063,5650656,0.479666381
A10063,5650570,0.469717001
A10063,5649653,0.453275211
A10063,5649681,0.449743500
A10063,5650704,0.403439345
A10063,5649838,0.372207293
A10063,5650506,0.361553690
A10064,5650752,0.484137220
A10064,5649630,0.448385205
A10064,5650743,0.442408520
A10064,5649903,0.424895619
A10064,5649659,0.419098114
A10064,5650672,0.408282855
A10064,5650544,0.391696261
A10064,5650644,0.372605490
A10065,5649931,0.710203871
A10065,5649815,0.449341154
A10065,5649950,0.411145684
A10065,5650506,0.409772521
A10065,5650580,0.404619512
A10065,5650692,0.402282396
A10065,5650455,0.361829747
A10065,5650570,0.359639510
A10066,5650542,0.449027508
A10066,5650656,0.391452914
A10066,5649963,0.370352956
A10066,5650746,0.359525138
A10066,5650475,0.354524644
A10066,5650644,0.333468380
A10066,5649823,0.328463389
A10066,5649903,0.324981474
A10067,5650743,0.510208640
A10067,5650752,0.433731365
A10067,5650462,0.410837236
A10067,5650704,0.404419098
A10067,5650486,0.380655296
A10067,5650558,0.356922042
A10067,5650706,0.350765593
A10067,5649963,0.346096093
A10068,5650743,0.525909116
A10068,5650752,0.482627810
A10068,5650659,0.460426572
A10068,5650465,0.437583234
A10068,5650445,0.405322886
A10068,5650562,0.400889724
A10068,5650492,0.368355685
A10068,5650423,0.365229533
A10069,5650752,0.435933488
A10069,5650656,0.425481467
A10069,5650506,0.412981006
A10069,5649897,0.377840979
A10069,5649927,0.324472701
A10069,5650486,0.319313149
A10069,5649963,0.311929803
A10069,5650706,0.305715934
A10070,5650656,0.437708003
A10070,5650506,0.419823131
A10070,5649963,0.378309681
A10070,5650492,0.377922639
A10070,5650644,0.356658981
A10070,5650706,0.348932898
A10070,5650462,0.343095645
A10070,5649648,0.343010450
A10071,5650743,0.553033277
A10071,5650506,0.437498477
A10071,5649963,0.408463087
A10071,5650562,0.392962616
A10071,5650570,0.383844153
A10071,5650492,0.380834389
A10071,5650544,0.375023625
A10071,5650672,0.334264952
A10072,5650542,0.459409785
A10072,5650743,0.419974419
A10072,5649836,0.397143669
A10072,5650544,0.377570908
A10072,5650455,0.345782008
A10072,5649931,0.323555069
A10072,5650746,0.310904049
A10072,5650516,0.302065997
A10073,5650752,0.460436823
A10073,5650656,0.451002787
A10073,5650672,0.435767713
A10073,5650544,0.422656432
A10073,5649679,0.394522610
A10073,5650560,0.375017753
A10073,5649903,0.365764154
A10073,5649950,0.359816997
A10074,5650646,0.546002859
A10074,5650743,0.503413040
A10074,5650752,0.411194341
A10074,5649679,0.398145123
A10074,5649908,0.386427828
A10074,5649659,0.386321634
A10074,5650475,0.349495762
A10074,5649859,0.342423579
A10075,5650656,0.394820310
A10075,5649653,0.382122764
A10075,5650486,0.372040612
A10075,5649931,0.358396579
A10075,5650570,0.350483256
A10075,5650578,0.344612531
A10075,5650706,0.337247263
A10075,5649838,0.336636034
A10076,5649679,0.558631186
A10076,5650640,0.512139584
A10076,5650752,0.499354654
A10076,5650492,0.481999087
A10076,5650506,0.457754198
A10076,5650455,0.446785897
A10076,5649815,0.427227536
A10076,5650743,0.401126587
A10077,5649963,0.445268135
A10077,5650752,0.433597862
A10077,5650492,0.407857729
A10077,5649679,0.380140710
A10077,5650672,0.348875566
A10077,5650570,0.346177724
A10077,5649653,0.338907436
A10077,5650494,0.336052288
A10078,5649653,0.420985832
A10078,5650570,0.418386153
A10078,5650743,0.405377824
A10078,5650057,0.367330107
A10078,5649963,0.351259675
A10078,5649607,0.337965855
A10078,5650659,0.329711372
A10078,5650704,0.306110891
A10079,5650455,0.434329246
A10079,5650518,0.415267594
A10079,5649963,0.410301769
A10079,5649950,0.404650296
A10079,5650578,0.403366446
A10079,5649679,0.403130138
A10079,5650672,0.401559541
A10079,5650486,0.387272064
A10080,5650743,0.496565922
A10080,5649815,0.458289257
A10080,5650752,0.451499323
A10080,5650570,0.437034652
A10080,5649963,0.383122437
A10080,5649607,0.374016125
A10080,5650672,0.351618971
A10080,5650560,0.337518210
A10081,5650743,0.512402499
A10081,5650752,0.496951911
A10081,5649963,0.399727169
A10081,5649931,0.380356369
A10081,5650506,0.349945597
A10081,5650486,0.345776693
A10081,5649903,0.339402482
A10081,5650578,0.334664055
A10082,5650656,0.437364567
A10082,5650570,0.421653517
A10082,5650562,0.408219682
A10082,5649963,0.382333693
A10082,5650462,0.379533044
A10082,5649607,0.379502962
A10082,5649903,0.368833442
A10082,5650644,0.338954399
A10083,5650752,0.501275842
A10083,5650562,0.466660184
A10083,5650570,0.424350455
A10083,5649903,0.381077092
A10083,5649963,0.379183503
A10083,5650746,0.362129345
A10083,5650644,0.352151372
A10083,5650560,0.332324253
A10084,5650542,0.450008401
A10084,5650544,0.384534151
A10084,5649653,0.371768994
A10084,5649963,0.370399628
A10084,5650656,0.364049980
A10084,5649836,0.359173992
A10084,5650746,0.358129429
A10084,5650570,0.354406008
A10085,5650743,0.488203492
A10085,5649630,0.449625332
A10085,5650512,0.447814748
A10085,5650542,0.409758882
A10085,5650057,0.389025756
A10085,5649950,0.386527656
A10085,5650475,0.345217626
A10085,5649679,0.337900841
A10086,5650542,0.490991145
A10086,5650506,0.443583371
A10086,5650656,0.371375264
A10086,5650455,0.359743864
A10086,5650486,0.349018502
A10086,5650644,0.329211536
A10086,5650672,0.325257970
A10086,5650489,0.323477030
A10087,5650752,0.469569714
A10087,5650746,0.390997822
A10087,5649963,0.388669089
A10087,5649878,0.344069587
A10087,5649701,0.334062611
A10087,5650706,0.329298892
A10087,5649815,0.323889364
A10087,5650475,0.320098418
A10088,5650542,0.489845878
A10088,5650656,0.459251165
A10088,5650462,0.432207877
A10088,5649653,0.403585230
A10088,5650659,0.401510299
A10088,5650475,0.393464058
A10088,5649963,0.393266624
A10088,5650570,0.363746146
A10089,5650506,0.435414959
A10089,5650752,0.435088551
A10089,5649815,0.434135112
A10089,5650570,0.407929956
A10089,5649701,0.399949691
A10089,5650465,0.349724739
A10089,5650746,0.344492785
A10089,5649607,0.343675652
A10090,5650746,0.446038334
A10090,5650542,0.440683889
A10090,5650562,0.386642932
A10090,5649950,0.368610978
A10090,5650544,0.362499593
A10090,5650656,0.324063726
A10090,5649607,0.313666817
A10090,5650510,0.290047381
A10091,5650743,0.559162039
A10091,5650542,0.524654882
A10091,5650578,0.501575265
A10091,5649815,0.484658201
A10091,5650570,0.416071147
A10091,5650512,0.399427133
A10091,5649659,0.390765106
A10091,5650706,0.385627196
A10092,5650542,0.447167770
A10092,5650656,0.435621010
A10092,5650445,0.383546250
A10092,5650529,0.374799466
A10092,5650659,0.369840591
A10092,5650544,0.364394964
A10092,5650644,0.329532805
A10092,5650578,0.321529526
A10093,5650542,0.467052804
A10093,5650743,0.458266768
A10093,5650570,0.402520311
A10093,5650704,0.390133258
A10093,5650560,0.377419649
A10093,5650506,0.359632063
A10093,5650562,0.346537722
A10093,5650486,0.328390402
A10094,5650570,0.466805631
A10094,5649950,0.386898399
A10094,5650644,0.377921092
A10094,5649815,0.365157219
A10094,5650656,0.362201339
A10094,5650704,0.355938696
A10094,5650580,0.349258665
A10094,5649903,0.341953387
A10095,5649815,0.433532849
A10095,5650562,0.423043912
A10095,5650743,0.394875335
A10095,5650506,0.391565650
A10095,5649921,0.382432235
A10095,5649648,0.381719309
A10095,5650462,0.375593147
A10095,5650659,0.364271509
A10096,5650542,0.421329649
A10096,5650743,0.412814238
A10096,5650578,0.406267447
A10096,5649950,0.387503787
A10096,5649857,0.368641731
A10096,5649963,0.312579584
A10096,5650644,0.306153299
A10096,5650672,0.299391637
A10097,5649653,0.437967238
A10097,5649963,0.395390737
A10097,5650544,0.390753978
A10097,5650580,0.390320733
A10097,5650672,0.377464743
A10097,5650465,0.364911126
A10097,5649950,0.329363292
A10097,5649648,0.308612758
A10098,5650542,0.452336346
A10098,5649842,0.324240511
A10098,5650656,0.322678735
A10098,5650489,0.316163223
A10098,5650746,0.302146811
A10098,5650706,0.281781187
A10098,5650544,0.273438268
A10098,5650704,0.270552045
A10099,5649950,0.372699622
A10099,5650656,0.363007870
A10099,5650506,0.352565516
A10099,5649908,0.350604286
A10099,5650486,0.304461291
A10099,5650644,0.288838269
A10099,5650746,0.285186112
A10099,5650492,0.278616394
A10100,5649897,0.495023362
A10100,5650544,0.446824479
A10100,5649950,0.436920046
A10100,5649653,0.430752528
A10100,5649903,0.400382003
A10100,5650644,0.398389346
A10100,5650057,0.389343344
A10100,5650640,0.383004064
A10101,5650506,0.425517128
A10101,5650486,0.409511301
A10101,5650656,0.407415282
A10101,5649950,0.368130476
A10101,5650570,0.362885262
A10101,5650752,0.325943062
A10101,5650510,0.305290691
A10101,5650562,0.305010544
A10102,5650558,0.481589381
A10102,5650570,0.442790362
A10102,5649648,0.381329464
A10102,5649903,0.378979498
A10102,5650445,0.372555168
A10102,5650516,0.354997611
A10102,5649607,0.349601518
A10102,5650486,0.339190532
A10103,5650743,0.494212129
A10103,5650506,0.433354399
A10103,5650542,0.391419180
A10103,5649963,0.379306462
A10103,5650445,0.355229100
A10103,5649607,0.327086020
A10103,5649842,0.308464244
A10103,5650706,0.299374667
A10104,5650743,0.570535079
A10104,5650542,0.505583885
A10104,5650406,0.450427220
A10104,5650746,0.396947491
A10104,5650465,0.384795402
A10104,5649963,0.361768005
A10104,5650724,0.339968558
A10104,5649630,0.337922191
A10105,5650542,0.423302183
A10105,5649679,0.401277204
A10105,5650746,0.386335185
A10105,5650656,0.369396860
A10105,5650486,0.335870976
A10105,5649963,0.330118946
A10105,5650457,0.328392504
A10105,5649630,0.315215129
A10106,5650542,0.504370481
A10106,5650406,0.407555210
A10106,5650527,0.384267469
A10106,5650558,0.368787558
A10106,5650506,0.363858707
A10106,5650486,0.356722797
A10106,5650656,0.356670868
A10106,5650570,0.336548182
A10107,5650752,0.453974468
A10107,5650743,0.408799281
A10107,5650506,0.407614645
A10107,5650544,0.370448169
A10107,5650672,0.354896937
A10107,5650494,0.344626345
A10107,5649662,0.339083899
A10107,5649950,0.309439442
A10108,5650542,0.421464991
A10108,5650570,0.331964286
A10108,5650746,0.302447343
A10108,5650560,0.295162713
A10108,5650706,0.284028084
A10108,5649963,0.282649080
A10108,5650724,0.268156955
A10108,5650656,0.264780768
A10109,5650656,0.409924394
A10109,5650752,0.398778374
A10109,5650562,0.383728350
A10109,5649815,0.367332765
A10109,5650506,0.361849695
A10109,5649963,0.339642616
A10109,5649950,0.325765458
A10109,5650704,0.321883594
A10110,5650506,0.374619556
A10110,5650544,0.371829948
A10110,5650752,0.337713746
A10110,5650656,0.332849382
A10110,5649679,0.310037616
A10110,5650659,0.293902959
A10110,5650516,0.291767250
A10110,5650578,0.289557211
A10111,5650562,0.495069274
A10111,5650752,0.441158695
A10111,5650656,0.425283390
A10111,5650746,0.390707307
A10111,5650570,0.385615923
A10111,5650578,0.296708163
A10111,5649963,0.287565344
A10111,5649836,0.273953320
A10112,5650743,0.478521262
A10112,5650752,0.402832293
A10112,5649659,0.373966970
A10112,5650475,0.356821718
A10112,5650457,0.353922762
A10112,5649897,0.352625010
A10112,5650486,0.307646293
A10112,5650506,0.300335963
A10113,5649897,0.675710559
A10113,5650743,0.528996103
A10113,5650506,0.487237875
A10113,5649927,0.466825025
A10113,5649630,0.411342563
A10113,5649815,0.350158949
A10113,5649681,0.332437077
A10113,5650644,0.331775905
A10114,5650746,0.393981214
A10114,5649836,0.385219710
A10114,5650656,0.366864997
A10114,5649662,0.341117884
A10114,5649607,0.320855036
A10114,5650057,0.293090061
A10114,5650752,0.292892480
A10114,5649630,0.274469862
A10115,5650706,0.456671550
A10115,5650656,0.425123690
A10115,5650492,0.423002000
A10115,5650506,0.420367595
A10115,5650570,0.412458798
A10115,5650560,0.385537416
A10115,5650672,0.378197879
A10115,5649607,0.353777110
A10116,5650743,0.494173752
A10116,5650542,0.395618780
A10116,5650746,0.394976680
A10116,5650706,0.333115598
A10116,5650724,0.326412319
A10116,5650704,0.321357180
A10116,5649963,0.311254875
A10116,5649925,0.310654890
A10117,5650752,0.507565589
A10117,5650570,0.437055593
A10117,5650706,0.419320316
A10117,5650672,0.388972074
A10117,5650544,0.380946599
A10117,5650494,0.374707613
A10117,5650516,0.357539930
A10117,5649931,0.356552173
A10118,5650542,0.440272665
A10118,5649963,0.341032426
A10118,5650578,0.323987322
A10118,5649897,0.316629385
A10118,5649836,0.313148464
A10118,5650529,0.293148795
A10118,5650706,0.284110241
A10118,5650704,0.282956593
A10119,5650752,0.374310290
A10119,5649815,0.371470272
A10119,5650656,0.353250929
A10119,5649607,0.326558146
A10119,5650724,0.312249028
A10119,5650706,0.309027984
A10119,5650704,0.290663604
A10119,5649679,0.283433239
A10120,5650743,0.439438738
A10120,5650785,0.418732949
A10120,5650672,0.404341117
A10120,5650423,0.368039323
A10120,5650516,0.354100102
A10120,5650518,0.304821521
A10120,5650578,0.299287195
A10120,5650548,0.296362216
A10121,5650406,0.462381027
A10121,5650544,0.433831191
A10121,5650494,0.422677840
A10121,5650560,0.415260731
A10121,5650752,0.404301543
A10121,5650475,0.402810066
A10121,5650486,0.372898138
A10121,5650746,0.360931041
A10122,5650752,0.479582296
A10122,5649963,0.430494929
A10122,5650656,0.383800285
A10122,5650580,0.367549271
A10122,5650506,0.361696771
A10122,5649931,0.345984321
A10122,5650562,0.340810224
A10122,5649903,0.323793742
A10123,5650752,0.437316347
A10123,5649815,0.428589920
A10123,5649659,0.392219666
A10123,5650743,0.373740447
A10123,5650570,0.297458648
A10123,5649903,0.288013543
A10123,5650494,0.278866167
A10123,5649963,0.267652914
A10124,5650743,0.565530584
A10124,5650752,0.484625227
A10124,5650506,0.484517222
A10124,5650644,0.443501565
A10124,5650516,0.435220709
A10124,5649648,0.421896280
A10124,5650562,0.372742235
A10124,5650659,0.354310854
A10125,5650542,0.444305934
A10125,5650656,0.393136305
A10125,5649659,0.374433366
A10125,5649857,0.353169152
A10125,5649903,0.335771937
A10125,5650644,0.335656748
